68.283970,448.787844
165.236665,113.147765
436.748970,247.630172
207.607564,49.265974
365.113146,235.671481
94.333754,481.798081
481.194019,153.461702
325.132792,351.296936
215.310907,262.901102
106.025379,333.954937
64.582335,264.611932
347.971579,110.092409
445.418075,198.740463
381.899888,112.798075
191.371746,270.619917
397.560390,39.554481
98.456629,22.177106
472.316831,434.134879
54.414118,153.215899
155.795084,297.717005
191.380019,356.583328
18.912779,234.278471
76.722746,143.421949
140.667011,152.283173
430.847783,448.446816
437.215347,342.013992
159.036822,71.449839
452.611567,418.517596
334.764621,246.878423
482.223440,439.135008
108.397620,330.809179
177.567832,337.757683
417.350027,37.339828
366.792950,476.651254
31.315901,217.851634
41.490190,437.692224
35.764849,96.236080
486.380526,117.466630
183.148167,218.681955
36.305261,425.427472
487.510439,342.519372
128.623286,96.103611
379.489136,275.018498
217.092762,234.391893
166.454516,474.448366
465.097151,130.066830
409.203320,396.208607
348.462356,56.342859
251.420324,40.018421
255.711260,170.190457
143.664756,370.212400
221.167508,49.036173
346.063771,85.386120
411.382284,64.137908
177.101454,11.534475
499.899339,51.510014
34.933148,373.209779
294.495956,344.413646
478.767177,100.548248
